Name,Household Income,Population,Median Age,Per Capita Income,Poverty Count,Unemployment Count,Zipcode,Poverty Rate,Unemployment Rate
ZCTA5 23451,65881.0,43447.0,37.8,46647.0,4369.0,1237.0,23451,10.05593021382374,2.8471470987640113
ZCTA5 23452,65975.0,60748.0,36.1,32568.0,4841.0,1830.0,23452,7.9689866333048,3.012444854151577
ZCTA5 23453,65862.0,36212.0,33.5,26697.0,3161.0,1018.0,23453,8.729150557826134,2.8112227990721306
ZCTA5 23454,70826.0,59100.0,36.1,37876.0,5261.0,1552.0,23454,8.90186125211506,2.6260575296108293
ZCTA5 23455,72383.0,50534.0,35.6,38131.0,2855.0,1379.0,23455,5.649661613962876,2.7288558198440653
ZCTA5 23456,99313.0,53787.0,38.6,37344.0,2206.0,1411.0,23456,4.101362782828565,2.623310465354082
ZCTA5 23457,82076.0,4316.0,44.0,38858.0,187.0,79.0,23457,4.332715477293791,1.830398517145505
ZCTA5 23459,50833.0,1377.0,22.7,16707.0,54.0,21.0,23459,3.9215686274509802,1.5250544662309369
ZCTA5 23460,-666666666.0,1915.0,21.7,20238.0,0.0,0.0,23460,0.0,0.0
ZCTA5 23461,-666666666.0,432.0,22.1,27786.0,0.0,0.0,23461,0.0,0.0
ZCTA5 23462,60425.0,62598.0,33.5,28507.0,6287.0,1715.0,23462,10.043451867471804,2.7397041439023613
ZCTA5 23464,74002.0,75557.0,36.2,31793.0,6055.0,2007.0,23464,8.013817382902975,2.6562727477268817
ZCTA5 23480,30982.0,306.0,63.2,21188.0,63.0,2.0,23480,20.58823529411765,0.6535947712418301
ZCTA5 23486,85352.0,123.0,64.3,28067.0,0.0,14.0,23486,0.0,11.382113821138212
ZCTA5 23487,57896.0,5857.0,43.4,26526.0,598.0,232.0,23487,10.210005122076149,3.9610722212736897
ZCTA5 23488,-666666666.0,190.0,45.3,15223.0,75.0,12.0,23488,39.473684210526315,6.315789473684211
ZCTA5 23502,50686.0,21096.0,36.6,26461.0,2890.0,672.0,23502,13.69927948426242,3.185437997724687
ZCTA5 23503,51039.0,31618.0,33.8,28713.0,4408.0,1238.0,23503,13.941425770130937,3.915491175912455
ZCTA5 23504,28893.0,22791.0,28.1,16984.0,6410.0,1298.0,23504,28.12513711552806,5.695230573471984
ZCTA5 23505,43899.0,29951.0,29.7,28627.0,5712.0,1141.0,23505,19.07114954425562,3.8095556074922374
ZCTA5 23507,64700.0,7237.0,31.5,47273.0,752.0,142.0,23507,10.391046013541523,1.9621390078761918
ZCTA5 23508,51797.0,22563.0,22.6,23142.0,5360.0,1063.0,23508,23.75570624473696,4.71125293622302
ZCTA5 23509,48895.0,13800.0,36.6,27766.0,2915.0,563.0,23509,21.1231884057971,4.079710144927536
ZCTA5 23510,53207.0,8219.0,30.5,35550.0,2438.0,297.0,23510,29.66297603114734,3.6135782941963743
ZCTA5 23511,54500.0,14036.0,22.5,26453.0,15.0,16.0,23511,0.10686805357651753,0.1139925904816187
ZCTA5 23513,43807.0,30241.0,33.5,23877.0,5653.0,1636.0,23513,18.693164908567837,5.409874012102774
ZCTA5 23517,53098.0,4712.0,36.2,39089.0,1249.0,173.0,23517,26.50679117147708,3.671477079796265
ZCTA5 23518,55365.0,30339.0,36.5,29733.0,4943.0,1063.0,23518,16.292560730413,3.503741059362537
ZCTA5 23523,26667.0,8471.0,26.6,13020.0,3506.0,378.0,23523,41.388265848187935,4.46228308346122
ZCTA5 23551,-666666666.0,678.0,21.7,20703.0,0.0,0.0,23551,0.0,0.0
ZCTA5 23601,54375.0,25763.0,37.5,27275.0,2984.0,787.0,23601,11.582502037806156,3.05476846640531
ZCTA5 23602,61347.0,39015.0,36.2,30410.0,4727.0,1181.0,23602,12.115852877098552,3.027040881712162
ZCTA5 23603,49425.0,3760.0,25.8,25243.0,684.0,88.0,23603,18.19148936170213,2.3404255319148937
ZCTA5 23604,57854.0,6675.0,21.3,18293.0,357.0,115.0,23604,5.348314606741573,1.7228464419475655
ZCTA5 23605,42333.0,13189.0,35.9,23494.0,2451.0,675.0,23605,18.583668208355448,5.117901281370839
ZCTA5 23606,55443.0,30481.0,30.4,30372.0,3989.0,1166.0,23606,13.086840982907384,3.825333814507398
ZCTA5 23607,30660.0,22933.0,32.7,18452.0,7013.0,1135.0,23607,30.58038634282475,4.949199843020974
ZCTA5 23608,51914.0,42543.0,32.7,24356.0,6288.0,1656.0,23608,14.780339891403992,3.8925322614766236
ZCTA5 23651,100192.0,517.0,44.5,46477.0,17.0,0.0,23651,3.288201160541586,0.0
ZCTA5 23661,43724.0,13291.0,42.8,25769.0,2129.0,623.0,23661,16.01835828756301,4.687382439244602
ZCTA5 23662,88442.0,11977.0,42.0,39294.0,581.0,291.0,23662,4.8509643483343075,2.4296568422810387
ZCTA5 23663,42234.0,13294.0,35.0,21436.0,3002.0,487.0,23663,22.58161576651121,3.6633067549270346
ZCTA5 23664,68178.0,10180.0,39.0,34115.0,643.0,273.0,23664,6.31630648330059,2.681728880157171
ZCTA5 23665,57401.0,6367.0,22.5,19781.0,255.0,137.0,23665,4.005025914873567,2.151719805245799
ZCTA5 23666,52902.0,51871.0,35.9,27794.0,7219.0,2086.0,23666,13.917217713173065,4.021514911993214
ZCTA5 23669,51597.0,42012.0,34.9,26339.0,6338.0,1578.0,23669,15.086165857374084,3.756069694373036
ZCTA5 23690,46012.0,3628.0,29.7,28049.0,446.0,130.0,23690,12.293274531422272,3.5832414553472987
ZCTA5 23691,-666666666.0,144.0,17.5,13860.0,0.0,0.0,23691,0.0,0.0
ZCTA5 23692,84328.0,18918.0,44.0,38117.0,735.0,608.0,23692,3.885188709165874,3.2138703879902737
ZCTA5 23693,104316.0,23828.0,41.5,44013.0,685.0,683.0,23693,2.8747691791170054,2.866375692462649
ZCTA5 23696,89803.0,3562.0,47.3,47643.0,109.0,113.0,23696,3.060078607523863,3.1723750701852893
ZCTA5 23701,49514.0,23731.0,39.9,23992.0,3084.0,1134.0,23701,12.995659685643252,4.778559689857149
ZCTA5 23702,35725.0,11510.0,30.5,17844.0,2716.0,588.0,23702,23.596872284969592,5.108601216333623
ZCTA5 23703,66031.0,25773.0,36.4,30813.0,2160.0,1073.0,23703,8.380863694564079,4.163271640864471
ZCTA5 23704,35859.0,18263.0,35.7,21272.0,4784.0,829.0,23704,26.195039150194383,4.539232327657011
ZCTA5 23707,40158.0,15291.0,32.3,22217.0,3558.0,862.0,23707,23.2685893662939,5.637302988686155
ZCTA5 23708,-666666666.0,451.0,21.1,21997.0,0.0,0.0,23708,0.0,0.0
ZCTA5 23709,-666666666.0,517.0,21.6,26445.0,0.0,0.0,23709,0.0,0.0
ZCTA5 23801,63286.0,4901.0,23.3,20359.0,352.0,89.0,23801,7.1822077127116914,1.815955927361763
ZCTA5 23803,38547.0,38647.0,39.0,21816.0,9340.0,2211.0,23803,24.167464486247315,5.721013273992806
ZCTA5 23805,49872.0,19771.0,40.9,28404.0,3157.0,983.0,23805,15.967831672651863,4.9719285822669566
ZCTA5 23806,-666666666.0,1788.0,19.4,2952.0,0.0,378.0,23806,0.0,21.140939597315437
ZCTA5 23821,45000.0,2040.0,40.4,21565.0,192.0,25.0,23821,9.411764705882353,1.2254901960784315
ZCTA5 23824,38539.0,6587.0,41.7,20657.0,1149.0,96.0,23824,17.443449218156974,1.457416122665857
ZCTA5 23827,41420.0,1628.0,45.2,22326.0,226.0,97.0,23827,13.882063882063882,5.958230958230958
ZCTA5 23828,62188.0,230.0,51.0,28122.0,18.0,2.0,23828,7.826086956521739,0.8695652173913043
ZCTA5 23829,54623.0,2552.0,51.1,18481.0,84.0,28.0,23829,3.29153605015674,1.09717868338558
ZCTA5 23830,83500.0,1150.0,45.8,32108.0,28.0,36.0,23830,2.4347826086956523,3.130434782608696
ZCTA5 23831,73966.0,36682.0,38.4,31454.0,2226.0,938.0,23831,6.068371408320157,2.557112480235538
ZCTA5 23832,84134.0,35523.0,37.2,32835.0,2370.0,1092.0,23832,6.671733806266363,3.074064690482223
ZCTA5 23833,58961.0,2488.0,46.8,27869.0,328.0,155.0,23833,13.183279742765274,6.229903536977492
ZCTA5 23834,53857.0,24175.0,41.0,28622.0,3325.0,1081.0,23834,13.75387797311272,4.471561530506722
ZCTA5 23836,80487.0,13083.0,40.1,35785.0,562.0,499.0,23836,4.295650844607506,3.8141099136283727
ZCTA5 23837,53295.0,4809.0,45.5,27674.0,794.0,99.0,23837,16.5107090871283,2.0586400499064252
ZCTA5 23838,112024.0,16426.0,45.2,44003.0,886.0,226.0,23838,5.393887738950444,1.3758675270911969
ZCTA5 23839,68214.0,774.0,49.3,25931.0,98.0,21.0,23839,12.661498708010337,2.7131782945736433
ZCTA5 23840,48467.0,2811.0,39.0,21834.0,516.0,241.0,23840,18.356456776947706,8.573461401636429
ZCTA5 23841,63160.0,3696.0,48.2,34888.0,474.0,70.0,23841,12.824675324675324,1.893939393939394
ZCTA5 23842,83679.0,6879.0,43.4,31625.0,456.0,172.0,23842,6.628870475359791,2.5003634249164124
ZCTA5 23843,29634.0,580.0,51.7,20844.0,183.0,46.0,23843,31.551724137931036,7.931034482758621
ZCTA5 23844,33889.0,540.0,45.7,22564.0,37.0,10.0,23844,6.851851851851852,1.8518518518518519
ZCTA5 23845,45000.0,370.0,54.4,25063.0,26.0,0.0,23845,7.027027027027027,0.0
ZCTA5 23846,61250.0,1017.0,42.8,23654.0,117.0,25.0,23846,11.504424778761061,2.4582104228121926
ZCTA5 23847,33708.0,15145.0,40.6,16588.0,3046.0,677.0,23847,20.112248266754705,4.470122152525586
ZCTA5 23850,71064.0,1234.0,45.3,25110.0,250.0,0.0,23850,20.25931928687196,0.0
ZCTA5 23851,45071.0,13029.0,41.6,25630.0,1682.0,697.0,23851,12.909663059329189,5.349604727914652
ZCTA5 23856,46291.0,726.0,50.9,26119.0,59.0,34.0,23856,8.1267217630854,4.683195592286501
ZCTA5 23857,47917.0,515.0,59.9,25043.0,15.0,0.0,23857,2.912621359223301,0.0
ZCTA5 23860,43016.0,30983.0,37.8,22984.0,5361.0,1295.0,23860,17.303037149404513,4.1797114546686895
ZCTA5 23866,61008.0,2411.0,40.8,27237.0,265.0,57.0,23866,10.991289921194525,2.364164247200332
ZCTA5 23867,38942.0,1914.0,41.1,22135.0,198.0,47.0,23867,10.344827586206897,2.4555903866248694
ZCTA5 23868,30304.0,7470.0,36.4,14788.0,1635.0,272.0,23868,21.88755020080321,3.641231593038822
ZCTA5 23872,42379.0,2296.0,46.3,27410.0,195.0,125.0,23872,8.493031358885018,5.444250871080139
ZCTA5 23874,51053.0,877.0,54.4,29588.0,137.0,2.0,23874,15.621436716077538,0.22805017103762829
ZCTA5 23875,60725.0,11898.0,37.5,28752.0,1926.0,500.0,23875,16.187594553706504,4.202386955790889
ZCTA5 23876,79375.0,321.0,56.8,35159.0,44.0,0.0,23876,13.707165109034268,0.0
ZCTA5 23878,61648.0,1006.0,34.6,26148.0,166.0,18.0,23878,16.50099403578529,1.7892644135188867
ZCTA5 23879,56827.0,652.0,38.7,23113.0,0.0,23.0,23879,0.0,3.5276073619631902
ZCTA5 23881,46089.0,1899.0,49.3,27042.0,389.0,25.0,23881,20.48446550816219,1.3164823591363877
ZCTA5 23882,48884.0,1653.0,57.7,24856.0,239.0,1.0,23882,14.458560193587417,0.060496067755595885
ZCTA5 23883,58750.0,2376.0,49.4,30351.0,274.0,148.0,23883,11.531986531986531,6.228956228956229
ZCTA5 23884,-666666666.0,45.0,37.8,35507.0,0.0,0.0,23884,0.0,0.0
ZCTA5 23885,60602.0,3042.0,42.5,26444.0,322.0,95.0,23885,10.585141354372123,3.1229454306377384
ZCTA5 23887,50985.0,304.0,50.9,32676.0,28.0,0.0,23887,9.210526315789474,0.0
ZCTA5 23888,37250.0,2028.0,45.8,21717.0,483.0,83.0,23888,23.816568047337277,4.092702169625246
ZCTA5 23889,51125.0,671.0,52.9,27527.0,77.0,24.0,23889,11.475409836065573,3.5767511177347244
ZCTA5 23890,43886.0,3171.0,49.9,23164.0,532.0,95.0,23890,16.777041942604857,2.995900346893724
ZCTA5 23891,-666666666.0,4423.0,35.4,4853.0,0.0,0.0,23891,0.0,0.0
ZCTA5 23893,-666666666.0,206.0,52.7,26404.0,24.0,24.0,23893,11.650485436893204,11.650485436893204
ZCTA5 23894,85000.0,559.0,41.4,27411.0,25.0,18.0,23894,4.47227191413238,3.2200357781753133
ZCTA5 23897,50278.0,563.0,43.6,23526.0,34.0,1.0,23897,6.039076376554174,0.17761989342806395
ZCTA5 23898,66026.0,2114.0,54.1,29658.0,135.0,33.0,23898,6.385998107852412,1.5610217596972564
ZCTA5 23899,35455.0,306.0,55.3,22128.0,71.0,13.0,23899,23.202614379084967,4.248366013071895
ZCTA5 23901,43701.0,17524.0,31.5,20635.0,3273.0,393.0,23901,18.67724263866697,2.242638666971011
ZCTA5 23909,-666666666.0,711.0,19.5,3820.0,0.0,4.0,23909,0.0,0.5625879043600562
ZCTA5 23915,48989.0,1211.0,35.4,11762.0,164.0,8.0,23915,13.542526837324525,0.6606110652353427
ZCTA5 23917,41630.0,2888.0,53.6,25203.0,547.0,89.0,23917,18.940443213296398,3.081717451523546
ZCTA5 23919,49167.0,2454.0,49.0,25910.0,284.0,44.0,23919,11.572942135289324,1.7929910350448248
ZCTA5 23920,46442.0,3379.0,48.8,25058.0,418.0,101.0,23920,12.370523823616455,2.9890500147972774
ZCTA5 23921,32321.0,1718.0,54.1,19348.0,534.0,28.0,23921,31.082654249126893,1.6298020954598371
ZCTA5 23922,46444.0,4173.0,38.2,13219.0,727.0,132.0,23922,17.42151929067817,3.163191948238677
ZCTA5 23923,40859.0,2407.0,49.8,21764.0,516.0,36.0,23923,21.437474034067304,1.4956377233070213
ZCTA5 23924,32468.0,6010.0,44.7,20770.0,1217.0,145.0,23924,20.249584026622298,2.4126455906821964
ZCTA5 23927,45625.0,3984.0,59.7,31902.0,401.0,66.0,23927,10.065261044176706,1.6566265060240963
ZCTA5 23930,35729.0,5369.0,45.7,23709.0,1203.0,139.0,23930,22.406407152169866,2.588936487241572
ZCTA5 23934,55000.0,484.0,49.6,22995.0,19.0,1.0,23934,3.925619834710744,0.2066115702479339
ZCTA5 23936,47958.0,8309.0,37.7,16928.0,982.0,280.0,23936,11.818510049344084,3.369839932603201
ZCTA5 23937,25993.0,2296.0,37.1,14109.0,858.0,117.0,23937,37.36933797909408,5.09581881533101
ZCTA5 23938,48333.0,384.0,56.4,26320.0,22.0,0.0,23938,5.729166666666667,0.0
ZCTA5 23942,38000.0,1514.0,47.3,25175.0,253.0,25.0,23942,16.710700132100396,1.6512549537648613
ZCTA5 23943,-666666666.0,85.0,79.2,44416.0,0.0,0.0,23943,0.0,0.0
ZCTA5 23944,36385.0,3642.0,45.4,20049.0,619.0,40.0,23944,16.99615595826469,1.098297638660077
ZCTA5 23947,40409.0,4311.0,44.6,18074.0,543.0,116.0,23947,12.595685455810717,2.6907909997680353
ZCTA5 23950,38598.0,3689.0,44.0,21091.0,972.0,104.0,23950,26.34860395771212,2.8191921930062347
ZCTA5 23952,24483.0,167.0,69.3,17399.0,10.0,18.0,23952,5.9880239520958085,10.778443113772456
ZCTA5 23954,46146.0,1983.0,33.8,18065.0,480.0,12.0,23954,24.20574886535552,0.6051437216338881
ZCTA5 23958,40934.0,3646.0,38.2,20274.0,959.0,107.0,23958,26.30279758639605,2.9347229840921556
ZCTA5 23959,45221.0,1130.0,48.7,19588.0,209.0,10.0,23959,18.495575221238937,0.8849557522123894
ZCTA5 23960,52791.0,1604.0,54.3,23767.0,205.0,37.0,23960,12.780548628428928,2.306733167082294
ZCTA5 23962,20721.0,478.0,57.5,25805.0,115.0,15.0,23962,24.05857740585774,3.1380753138075312
ZCTA5 23963,-666666666.0,71.0,64.2,73439.0,7.0,0.0,23963,9.859154929577464,0.0
ZCTA5 23964,39044.0,998.0,48.9,21417.0,140.0,55.0,23964,14.02805611222445,5.511022044088176
ZCTA5 23966,48685.0,2165.0,37.6,24097.0,192.0,130.0,23966,8.868360277136258,6.0046189376443415
ZCTA5 23967,51000.0,1278.0,37.4,25011.0,167.0,19.0,23967,13.067292644757433,1.486697965571205
ZCTA5 23968,35398.0,775.0,47.1,21841.0,187.0,21.0,23968,24.129032258064516,2.7096774193548385
ZCTA5 23970,40010.0,7891.0,44.3,20751.0,1118.0,99.0,23970,14.168039538714991,1.2545938410847801
ZCTA5 23974,38326.0,5190.0,42.9,17075.0,1186.0,128.0,23974,22.851637764932562,2.466281310211946
ZCTA5 23976,-666666666.0,40.0,44.3,20330.0,22.0,7.0,23976,55.0,17.5
ZCTA5 24011,57361.0,441.0,32.0,82326.0,64.0,2.0,24011,14.512471655328799,0.45351473922902497
ZCTA5 24012,43378.0,30364.0,37.0,22816.0,6303.0,1089.0,24012,20.758134633118168,3.5864839942036624
ZCTA5 24013,31092.0,7930.0,37.8,16086.0,2343.0,273.0,24013,29.546027742749054,3.442622950819672
ZCTA5 24014,53423.0,17879.0,44.1,33608.0,1849.0,348.0,24014,10.341741708149225,1.9464175848761116
ZCTA5 24015,52896.0,15728.0,37.5,30842.0,2468.0,294.0,24015,15.69175991861648,1.8692777212614446
ZCTA5 24016,28465.0,8515.0,37.0,22137.0,2372.0,228.0,24016,27.856723429242514,2.6776277157956545
ZCTA5 24017,34708.0,24074.0,38.1,19184.0,6435.0,1103.0,24017,26.730082246406912,4.581706405250478
ZCTA5 24018,63350.0,37252.0,43.8,39577.0,2545.0,911.0,24018,6.831847954472243,2.4455062815419306
ZCTA5 24019,66842.0,26976.0,42.9,31703.0,1630.0,605.0,24019,6.042408066429418,2.2427342823250296
ZCTA5 24020,-666666666.0,589.0,20.7,8508.0,0.0,0.0,24020,0.0,0.0
ZCTA5 24053,32014.0,2622.0,48.5,22505.0,683.0,27.0,24053,26.04881769641495,1.0297482837528604
ZCTA5 24054,37283.0,6565.0,43.7,19990.0,1307.0,281.0,24054,19.90860624523991,4.28027418126428
ZCTA5 24055,35668.0,13094.0,45.0,19758.0,2467.0,719.0,24055,18.840690392546204,5.491064609744921
ZCTA5 24058,68375.0,203.0,55.5,24268.0,0.0,0.0,24058,0.0,0.0
ZCTA5 24059,66594.0,956.0,53.7,36556.0,151.0,0.0,24059,15.794979079497908,0.0
ZCTA5 24060,46037.0,54972.0,22.8,25355.0,16333.0,1244.0,24060,29.71148948555628,2.2629702393946007
ZCTA5 24064,63238.0,4685.0,46.3,32169.0,272.0,63.0,24064,5.805763073639274,1.3447171824973319
ZCTA5 24065,61528.0,6441.0,46.8,32339.0,531.0,64.0,24065,8.24406148113647,0.9936345287998758
ZCTA5 24066,52325.0,4861.0,48.9,28453.0,337.0,158.0,24066,6.932729890968936,3.2503600082287596
ZCTA5 24067,54440.0,2400.0,44.5,24803.0,202.0,27.0,24067,8.416666666666666,1.125
ZCTA5 24069,41250.0,1704.0,50.1,24795.0,266.0,55.0,24069,15.610328638497652,3.227699530516432
ZCTA5 24070,63469.0,1539.0,40.1,25279.0,36.0,20.0,24070,2.3391812865497075,1.299545159194282
ZCTA5 24072,73431.0,1050.0,44.4,33086.0,30.0,0.0,24072,2.857142857142857,0.0
ZCTA5 24073,59159.0,30958.0,39.0,33611.0,2709.0,616.0,24073,8.75056528199496,1.98979262226242
ZCTA5 24076,42912.0,1053.0,56.4,17937.0,316.0,23.0,24076,30.009496676163344,2.184235517568851
ZCTA5 24077,31582.0,721.0,43.7,19797.0,38.0,14.0,24077,5.270457697642164,1.941747572815534
ZCTA5 24078,37656.0,6855.0,42.1,20887.0,1250.0,222.0,24078,18.23486506199854,3.238512035010941
ZCTA5 24079,41812.0,2013.0,46.9,24936.0,149.0,161.0,24079,7.401887729756583,7.9980129160457025
ZCTA5 24082,56944.0,441.0,41.8,20918.0,35.0,27.0,24082,7.936507936507937,6.122448979591836
ZCTA5 24083,70600.0,3077.0,48.1,39975.0,154.0,54.0,24083,5.004874878128047,1.7549561260968476
ZCTA5 24084,51663.0,10708.0,46.2,26740.0,1210.0,286.0,24084,11.299962644751588,2.670900261486739
ZCTA5 24085,42212.0,2037.0,53.1,22685.0,265.0,32.0,24085,13.009327442317133,1.5709376534118802
ZCTA5 24086,24292.0,218.0,54.8,21420.0,25.0,0.0,24086,11.46788990825688,0.0
ZCTA5 24087,52943.0,4732.0,36.0,28926.0,1427.0,70.0,24087,30.156382079459004,1.4792899408284024
ZCTA5 24088,43333.0,5302.0,32.5,18054.0,505.0,249.0,24088,9.52470765748774,4.696341003394945
ZCTA5 24089,35078.0,2883.0,47.4,31173.0,940.0,6.0,24089,32.604925424904614,0.2081165452653486
ZCTA5 24090,67917.0,5057.0,48.0,45171.0,498.0,61.0,24090,9.847735811746094,1.206248764089381
ZCTA5 24091,48840.0,7014.0,48.6,28478.0,632.0,109.0,24091,9.010550327915597,1.5540347875677216
ZCTA5 24092,47063.0,2783.0,43.7,28066.0,500.0,115.0,24092,17.966223499820337,4.132231404958677
ZCTA5 24093,55500.0,175.0,57.3,24271.0,17.0,6.0,24093,9.714285714285714,3.4285714285714284
ZCTA5 24095,53581.0,4705.0,47.3,34044.0,396.0,214.0,24095,8.416578108395324,4.548352816153029
ZCTA5 24101,63292.0,6021.0,50.7,30596.0,630.0,165.0,24101,10.46337817638266,2.7404085700049827
ZCTA5 24102,31950.0,1323.0,48.1,19567.0,115.0,34.0,24102,8.692365835222978,2.569916855631141
ZCTA5 24104,59295.0,3340.0,52.1,29824.0,134.0,60.0,24104,4.0119760479041915,1.7964071856287425
ZCTA5 24105,25625.0,403.0,44.0,13341.0,159.0,34.0,24105,39.45409429280397,8.436724565756824
ZCTA5 24112,36380.0,31323.0,46.6,22047.0,6113.0,1148.0,24112,19.516010599240175,3.6650384701337675
ZCTA5 24120,41875.0,1418.0,57.0,21905.0,280.0,25.0,24120,19.746121297602258,1.7630465444287728
ZCTA5 24121,59885.0,11041.0,52.5,31281.0,1394.0,154.0,24121,12.625667964858255,1.394801195543882
ZCTA5 24122,56207.0,1547.0,48.0,35015.0,55.0,28.0,24122,3.555268261150614,1.8099547511312217
ZCTA5 24124,50279.0,4561.0,42.9,22193.0,467.0,154.0,24124,10.23898267923701,3.3764525323393992
ZCTA5 24127,48353.0,3768.0,50.1,27178.0,411.0,73.0,24127,10.90764331210191,1.9373673036093417
ZCTA5 24128,57147.0,2064.0,45.0,31813.0,270.0,51.0,24128,13.081395348837209,2.4709302325581395
ZCTA5 24130,-666666666.0,22.0,-666666666.0,,0.0,0.0,24130,0.0,0.0
ZCTA5 24131,-666666666.0,42.0,-666666666.0,,0.0,0.0,24131,0.0,0.0
ZCTA5 24132,20561.0,533.0,41.0,12572.0,217.0,0.0,24132,40.71294559099437,0.0
ZCTA5 24133,42227.0,2519.0,47.1,24470.0,284.0,26.0,24133,11.274315204446209,1.0321556173084558
ZCTA5 24134,51348.0,4878.0,43.8,25515.0,509.0,78.0,24134,10.43460434604346,1.5990159901599017
ZCTA5 24136,50313.0,3366.0,47.8,25797.0,354.0,49.0,24136,10.516934046345812,1.4557338086749851
ZCTA5 24137,54091.0,2809.0,52.6,33675.0,355.0,23.0,24137,12.637949448202207,0.8187967248131007
ZCTA5 24138,72847.0,1733.0,47.6,24517.0,324.0,0.0,24138,18.69590305828044,0.0
ZCTA5 24139,-666666666.0,444.0,59.4,23542.0,125.0,0.0,24139,28.153153153153152,0.0
ZCTA5 24141,42786.0,22120.0,32.6,24973.0,6062.0,715.0,24141,27.40506329113924,3.232368896925859
ZCTA5 24142,-666666666.0,2833.0,19.3,4974.0,0.0,155.0,24142,0.0,5.471231909636428
ZCTA5 24147,49375.0,1406.0,40.2,25529.0,138.0,6.0,24147,9.815078236130867,0.4267425320056899
ZCTA5 24148,39596.0,7981.0,47.2,21332.0,1412.0,221.0,24148,17.6920185440421,2.769076556822453
ZCTA5 24149,65303.0,3419.0,41.4,28828.0,303.0,82.0,24149,8.862240421175782,2.3983620941795847
ZCTA5 24150,35313.0,829.0,53.1,24507.0,116.0,75.0,24150,13.99276236429433,9.047044632086852
ZCTA5 24151,44778.0,19788.0,42.5,25153.0,3683.0,658.0,24151,18.612290276935518,3.3252476248231253
ZCTA5 24153,57026.0,37944.0,42.8,30698.0,3057.0,941.0,24153,8.056609740670462,2.479970482816783
ZCTA5 24161,62577.0,527.0,40.6,22182.0,38.0,0.0,24161,7.2106261859582546,0.0
ZCTA5 24162,52568.0,1879.0,47.0,22120.0,227.0,35.0,24162,12.080894092602447,1.8626929217668973
ZCTA5 24165,29861.0,1322.0,51.0,18682.0,247.0,50.0,24165,18.683812405446293,3.7821482602118004
ZCTA5 24167,53571.0,271.0,50.2,20045.0,50.0,0.0,24167,18.45018450184502,0.0
ZCTA5 24168,31898.0,151.0,54.3,22319.0,69.0,0.0,24168,45.6953642384106,0.0
ZCTA5 24171,35863.0,8736.0,49.4,21131.0,1781.0,393.0,24171,20.386904761904763,4.498626373626373
ZCTA5 24174,42264.0,2932.0,43.3,21469.0,369.0,83.0,24174,12.585266030013642,2.830832196452933
ZCTA5 24175,73009.0,7944.0,48.5,35085.0,453.0,172.0,24175,5.7024169184290034,2.1651560926485396
ZCTA5 24176,71594.0,1518.0,58.0,41272.0,129.0,15.0,24176,8.49802371541502,0.9881422924901185
ZCTA5 24179,50483.0,18314.0,43.5,27116.0,1966.0,665.0,24179,10.734956863601615,3.631101889265043
ZCTA5 24184,49549.0,4196.0,53.1,30375.0,637.0,77.0,24184,15.181124880838894,1.8350810295519542
ZCTA5 24185,64500.0,711.0,48.6,26089.0,0.0,0.0,24185,0.0,0.0
ZCTA5 24201,37374.0,16362.0,42.7,21480.0,3318.0,499.0,24201,20.27869453612028,3.049749419386383
ZCTA5 24202,44731.0,11690.0,47.7,25713.0,1480.0,396.0,24202,12.660393498716852,3.3875106928999146
ZCTA5 24210,40554.0,16718.0,45.2,24156.0,2716.0,544.0,24210,16.24596243569805,3.253977748534514
ZCTA5 24211,61697.0,9890.0,48.5,36049.0,732.0,253.0,24211,7.401415571284125,2.558139534883721
ZCTA5 24216,26750.0,2581.0,39.4,19184.0,784.0,148.0,24216,30.37582332429291,5.734211545912437
ZCTA5 24217,16779.0,299.0,55.2,12159.0,93.0,10.0,24217,31.103678929765888,3.3444816053511706
ZCTA5 24219,42721.0,11396.0,40.3,23115.0,2196.0,382.0,24219,19.26991926991927,3.352053352053352
ZCTA5 24220,34600.0,663.0,48.3,20897.0,120.0,0.0,24220,18.099547511312217,0.0
ZCTA5 24221,34034.0,523.0,55.5,17150.0,76.0,8.0,24221,14.531548757170173,1.5296367112810707
ZCTA5 24224,35465.0,5751.0,49.1,19264.0,1110.0,161.0,24224,19.300991131977046,2.799513128151626
ZCTA5 24225,31354.0,2001.0,41.3,14240.0,370.0,73.0,24225,18.490754622688655,3.648175912043978
ZCTA5 24226,31574.0,1462.0,45.3,35519.0,302.0,66.0,24226,20.656634746922023,4.514363885088919
ZCTA5 24228,31700.0,6612.0,44.4,20208.0,1186.0,94.0,24228,17.93708408953418,1.4216575922565033
ZCTA5 24230,32339.0,9149.0,38.5,17907.0,2228.0,333.0,24230,24.35238823915182,3.639742048311291
ZCTA5 24236,34250.0,3071.0,47.3,21721.0,867.0,103.0,24236,28.23184630413546,3.353956366004559
ZCTA5 24237,40286.0,1097.0,45.1,19243.0,277.0,15.0,24237,25.250683682771193,1.3673655423883317
ZCTA5 24239,38017.0,199.0,47.1,15203.0,75.0,0.0,24239,37.688442211055275,0.0
ZCTA5 24243,43889.0,2068.0,43.9,23515.0,389.0,51.0,24243,18.810444874274662,2.4661508704061896
ZCTA5 24244,34125.0,6183.0,41.1,16707.0,1423.0,259.0,24244,23.0147177745431,4.188905062267508
ZCTA5 24245,26581.0,830.0,46.3,16736.0,207.0,12.0,24245,24.93975903614458,1.4457831325301205
