Zipcode,Name,Household Income,Population,Median Age,Per Capita Income,Poverty Count,Unemployment Count,Poverty Rate,Unemployment Rate,Lat,Lng
01007,ZCTA5 01007,86165.0,14906.0,43.8,39308.0,855.0,399.0,5.735945256943513,2.6767744532403057,42.2872433,-72.4021423
01008,ZCTA5 01008,62750.0,1272.0,49.9,33933.0,89.0,59.0,6.99685534591195,4.638364779874214,42.18370350000001,-72.9696779
01009,ZCTA5 01009,59440.0,384.0,66.2,26043.0,171.0,22.0,44.53125,5.729166666666667,42.2149803,-72.3440624
01010,ZCTA5 01010,86523.0,3724.0,48.1,39077.0,156.0,164.0,4.189044038668099,4.403866809881848,42.1423204,-72.2126905
01011,ZCTA5 01011,75263.0,1507.0,39.9,30903.0,102.0,50.0,6.768414067684141,3.3178500331785004,42.2987566,-72.9696779
01012,ZCTA5 01012,70114.0,531.0,43.2,37778.0,60.0,30.0,11.299435028248588,5.649717514124294,42.3802332,-72.8456399
01013,ZCTA5 01013,39868.0,23026.0,35.0,21738.0,4151.0,984.0,18.02744723356206,4.273430035611917,42.1521342,-72.6092032
01020,ZCTA5 01020,58780.0,30148.0,44.2,30076.0,3173.0,1192.0,10.524744593339525,3.953827782937508,42.1753663,-72.5737187
01022,ZCTA5 01022,43349.0,2604.0,37.6,25748.0,615.0,116.0,23.617511520737327,4.45468509984639,42.1985692,-72.53822930000001
01026,ZCTA5 01026,51442.0,958.0,49.5,30925.0,45.0,22.0,4.697286012526096,2.2964509394572024,42.4559124,-72.9342451
01027,ZCTA5 01027,63699.0,17870.0,44.9,34386.0,1773.0,695.0,9.921656407386681,3.889199776161164,42.2667707,-72.6689603
01028,ZCTA5 01028,85221.0,16156.0,45.9,38320.0,708.0,409.0,4.382272839811835,2.531567219608814,42.0644337,-72.5086511
01029,ZCTA5 01029,50750.0,728.0,47.3,31970.0,102.0,39.0,14.010989010989011,5.357142857142857,42.1965884,-73.0228173
01030,ZCTA5 01030,71716.0,11211.0,45.1,33551.0,1057.0,219.0,9.428240121309429,1.9534385871019535,42.0710458,-72.6742455
01031,ZCTA5 01031,41875.0,1151.0,38.6,27940.0,199.0,37.0,17.28931364031277,3.214596003475239,42.345024,-72.224535
01032,ZCTA5 01032,78011.0,551.0,49.8,37424.0,12.0,19.0,2.1778584392014517,3.4482758620689653,42.4548308,-72.8338234
01033,ZCTA5 01033,89965.0,6300.0,45.8,40222.0,324.0,161.0,5.142857142857143,2.5555555555555554,42.263889,-72.4968189
01034,ZCTA5 01034,87045.0,2313.0,46.9,36015.0,186.0,63.0,8.041504539559014,2.7237354085603114,42.0684029,-72.9696779
01035,ZCTA5 01035,58953.0,5301.0,47.4,41575.0,280.0,32.0,5.282022259950953,0.6036596868515375,42.3592048,-72.5559746
01036,ZCTA5 01036,81304.0,5193.0,49.4,39634.0,206.0,171.0,3.966878490275371,3.292894280762565,42.0572887,-72.4021423
01037,ZCTA5 01037,92750.0,772.0,46.1,31356.0,93.0,20.0,12.046632124352332,2.5906735751295336,42.3794045,-72.2008455
01038,ZCTA5 01038,67096.0,2897.0,51.4,39453.0,112.0,23.0,3.8660683465654127,0.7939247497411115,42.3818468,-72.6092032
01039,ZCTA5 01039,80000.0,1129.0,54.6,49565.0,85.0,53.0,7.528786536758193,4.694419840566874,42.400416,-72.6978931
01040,ZCTA5 01040,37954.0,40362.0,35.2,22625.0,11228.0,1877.0,27.818244883801597,4.650413755512611,42.2172092,-72.6269437
01050,ZCTA5 01050,68869.0,2334.0,43.7,31233.0,165.0,23.0,7.069408740359897,0.9854327335047129,42.2920691,-72.86336349999999
01053,ZCTA5 01053,62222.0,1658.0,53.2,31413.0,309.0,26.0,18.636911942098916,1.5681544028950543,42.3506122,-72.7156274
01054,ZCTA5 01054,87174.0,1997.0,50.9,46486.0,120.0,40.0,6.009013520280421,2.0030045067601403,42.4816448,-72.4849861
01056,ZCTA5 01056,67715.0,21331.0,44.4,33247.0,1195.0,605.0,5.602175237916647,2.836247714593784,42.1912926,-72.4613191
01057,ZCTA5 01057,78986.0,8801.0,46.3,35989.0,501.0,338.0,5.692534939211453,3.8404726735598227,42.0806976,-72.3074326
01060,ZCTA5 01060,57485.0,15729.0,34.3,36152.0,1962.0,500.0,12.473774556551593,3.178841630109988,42.3250492,-72.6411923
01062,ZCTA5 01062,73438.0,10587.0,45.2,38373.0,1485.0,371.0,14.026636440918107,3.5042977236233117,42.3239585,-72.6978931
01063,ZCTA5 01063,-666666666.0,574.0,20.5,3532.0,0.0,24.0,0.0,4.181184668989547,42.31907260000001,-72.6395091
01066,ZCTA5 01066,-666666666.0,9.0,-666666666.0,,0.0,0.0,0.0,0.0,42.4137381,-72.6262045
01068,ZCTA5 01068,85938.0,1849.0,46.7,35289.0,70.0,52.0,3.785830178474851,2.8123309897241753,42.35275710000001,-72.0349647
01069,ZCTA5 01069,59211.0,8919.0,47.1,32833.0,632.0,351.0,7.085996187913443,3.9354187689202824,42.1842549,-72.2955915
01070,ZCTA5 01070,57000.0,637.0,50.2,30342.0,51.0,20.0,8.006279434850864,3.1397174254317113,42.5208988,-72.92243289999999
01071,ZCTA5 01071,67132.0,1206.0,47.9,32683.0,54.0,28.0,4.477611940298507,2.3217247097844114,42.1578479,-72.86336349999999
01072,ZCTA5 01072,72000.0,1490.0,45.6,36574.0,182.0,49.0,12.21476510067114,3.2885906040268456,42.4513995,-72.4139787
01073,ZCTA5 01073,89423.0,6090.0,46.4,44641.0,278.0,211.0,4.564860426929393,3.464696223316913,42.224142,-72.7333604
01074,ZCTA5 01074,61603.0,477.0,33.7,18494.0,0.0,0.0,0.0,0.0,42.3845376,-72.0987919
01075,ZCTA5 01075,66681.0,17755.0,40.3,32046.0,1602.0,633.0,9.022810475922276,3.5651929034074907,42.2481415,-72.5796331
01077,ZCTA5 01077,76737.0,9711.0,46.6,38002.0,697.0,247.0,7.17742765935537,2.5435073627844713,42.05087229999999,-72.79246119999999
01079,ZCTA5 01079,27105.0,480.0,46.3,31721.0,55.0,0.0,11.458333333333334,0.0,42.2013906,-72.32815310000001
01080,ZCTA5 01080,49844.0,2532.0,32.7,23355.0,846.0,123.0,33.41232227488152,4.85781990521327,42.1830752,-72.3636704
01081,ZCTA5 01081,50465.0,1827.0,43.7,26913.0,94.0,39.0,5.145046524356869,2.134646962233169,42.0579166,-72.224535
01082,ZCTA5 01082,51768.0,10637.0,41.8,27830.0,1429.0,447.0,13.434238977155212,4.202312682147222,42.25970239999999,-72.2397493
01083,ZCTA5 01083,65547.0,3182.0,36.9,24012.0,290.0,81.0,9.113764927718416,2.545568824638592,42.2217737,-72.2156517
01084,ZCTA5 01084,90625.0,183.0,53.6,43879.0,0.0,7.0,0.0,3.8251366120218577,42.3856752,-72.8810859
01085,ZCTA5 01085,62423.0,41652.0,39.1,29630.0,3252.0,1452.0,7.807548256986459,3.4860270815326997,42.1318779,-72.7570024
01086,ZCTA5 01086,-666666666.0,683.0,19.0,2892.0,0.0,0.0,0.0,0.0,42.11429770000001,-72.74843109999999
01088,ZCTA5 01088,51406.0,399.0,53.3,32106.0,32.0,16.0,8.020050125313283,4.010025062656641,42.3873739,-72.64468289999999
01089,ZCTA5 01089,51735.0,28671.0,39.2,29344.0,3453.0,1188.0,12.043528303861045,4.14355969446479,42.1249932,-72.6505957
01092,ZCTA5 01092,75799.0,1133.0,47.0,33033.0,172.0,37.0,15.180935569285085,3.265666372462489,42.206416,-72.23933989999999
01093,ZCTA5 01093,103750.0,348.0,52.6,54538.0,21.0,0.0,6.0344827586206895,0.0,42.4289964,-72.628422
01094,ZCTA5 01094,21250.0,327.0,54.6,32228.0,29.0,0.0,8.868501529051988,0.0,42.35417959999999,-72.142909
01095,ZCTA5 01095,104128.0,14659.0,47.2,45406.0,573.0,304.0,3.9088614503035677,2.073811310457739,42.1300574,-72.4376499
01096,ZCTA5 01096,77083.0,2607.0,44.3,36844.0,214.0,79.0,8.20866896816264,3.0303030303030303,42.4113943,-72.7688226
01097,ZCTA5 01097,-666666666.0,54.0,17.1,9161.0,40.0,0.0,74.07407407407408,0.0,42.1599999,-72.83
